幸腹グラフィティ,銃皇無尽のファフニール,冴えない彼女の育てかた,暗殺教室,探偵歌劇ミルキィホームズTD,艦隊これくしょん -艦これ-,アイドルマスターシンデレラガールズ,ジョジョの奇妙な冒険 スターダストクルセイダース,アルドノア・ゼロ(後半),少年ハリウッド-HOLLY STAGE FOR 50-,デュラララ!!×２,蒼穹のファフナー EXODUS,純潔のマリア,美男高校地球防衛部LOVE!,聖剣使いの禁呪詠唱＜ワールドブレイク＞,DOG DAYS″,血液型くん！2,ISUCA,東京喰種トーキョーグール√A,黒子のバスケ 第3期,アブソリュート・デュオ,新妹魔王の契約者(テスタメント) ,ローリング☆ガールズ,夜ノヤッターマン,みんな集まれ！ファルコム学園SC,神様はじめました◎,戦国無双,デス・パレード,美少女戦士セーラームーンCrystal 2期
1.791408765,2.256683648,1.732514107,1.390503356,2.045381747,1.609616143,1.669732113,1.639944512,1.566586966,1.798204572,0,1.856893448,1.920515246,1.408926342,2.16046027,1.916361314,2.484666788,2.068154337,1.346452683,1.244641571,1.957034029,1.996331458,1.872406685,1.95954055,2.499505929,1.76115426,2.010382036,1.64869189,1.644309499
1.821476795,2.060785656,1.885975726,1.912186704,1.963577388,1.748452377,1.733035313,1.766442627,1.705868584,1.843242492,1.856893448,0,1.852297213,1.830083476,1.990907249,1.833250109,2.374108643,1.854168787,1.834499198,1.814795799,1.940840145,1.918383068,1.896467606,1.903619292,2.169749367,1.883764642,1.975236522,1.901820288,1.869819238
1.723589262,1.88641631,1.782524584,1.876958601,1.892977071,1.840303625,1.832759974,1.847733712,1.760447069,1.962183237,1.920515246,1.852297213,0,2.0086264,1.946232831,1.805172629,2.422786754,1.738659548,1.915583619,2.022629012,1.737100895,1.823685865,1.707970053,1.707911641,2.196283118,1.898531449,2.075012182,1.874440817,2.055105322
1.927060903,2.209210491,1.898494235,1.410771862,2.130434288,1.719570098,1.761338603,1.760389965,1.47350932,1.538791813,1.408926342,1.830083476,2.0086264,0,2.214662569,2.060330876,2.435254432,2.098200281,1.409929393,1.277186967,2.049187369,2.126642774,2.071448314,2.031498517,2.438976325,1.644309727,1.854531134,1.60615631,1.582596962
1.849287451,1.880180328,1.874413787,2.177368014,1.88781482,1.980588047,1.931679104,2.029843603,1.973970471,2.121991934,2.16046027,1.990907249,1.946232831,2.214662569,0,1.854477108,2.579489614,1.765610793,2.200821709,2.434685499,1.75136823,1.750338596,1.866411571,1.967796104,2.206593773,2.096616306,2.225368933,2.183397977,2.53673169
1.645204525,1.820508514,1.699713475,1.940092654,1.78225359,1.704284414,1.663645337,1.799256165,1.748949527,2.028011268,1.916361314,1.833250109,1.805172629,2.060330876,1.854477108,0,2.477668668,1.652792703,1.966475881,2.156594577,1.671959774,1.730153335,1.777764466,1.785993212,2.232306206,1.977894698,2.085148094,2.02546003,2.064053852
2.663219156,2.331442406,2.563414095,2.373380328,2.635385657,2.728315125,2.861617208,2.637426391,2.673453267,2.317412056,2.484666788,2.374108643,2.422786754,2.435254432,2.579489614,2.477668668,0,2.472571051,2.51958937,2.535888918,2.499444483,2.697083972,2.502614163,2.479631634,2.174285994,2.339687998,2.355387658,2.35200701,2.484607167
1.674537849,1.766898811,1.676619356,1.938852725,1.862538343,1.70809541,1.705676387,1.854707625,1.86316269,2.088807946,2.068154337,1.854168787,1.738659548,2.098200281,1.765610793,1.652792703,2.472571051,0,2.062903608,2.246069257,1.661857257,1.664938355,1.747546806,1.788286242,2.223480671,1.99365726,2.051775903,1.961977133,2.191436838
1.783554806,2.165683656,1.704178621,1.35764209,2.086236209,1.570447641,1.684288141,1.661805788,1.507542595,1.760396924,1.346452683,1.834499198,1.915583619,1.409929393,2.200821709,1.966475881,2.51958937,2.062903608,0,1.292488398,1.919598214,1.994517678,1.918004969,1.952851597,2.509577588,1.762362798,2.04499234,1.599691939,1.647006707
2.023788697,2.364279153,1.92225051,1.303400227,2.216507088,1.598772095,1.718937086,1.636273989,1.550975256,1.634957442,1.244641571,1.814795799,2.022629012,1.277186967,2.434685499,2.156594577,2.535888918,2.246069257,1.292488398,0,2.207941368,2.213258251,2.176180565,2.129814087,2.639527991,1.720195833,1.878307989,1.636726277,1.426508459
1.564713451,1.94449468,1.355762802,1.836992518,1.818500816,1.620446518,1.648396493,1.854476454,1.797592011,2.08460501,1.957034029,1.940840145,1.737100895,2.049187369,1.75136823,1.671959774,2.499444483,1.661857257,1.919598214,2.207941368,0,1.585949135,1.667988663,1.786350096,2.232417822,1.903100801,2.117602692,1.894337747,2.215844692
1.656789166,1.914633425,1.633816098,1.984640947,1.846510507,1.703648875,1.68439429,1.809780634,1.820573642,2.051363906,1.996331458,1.918383068,1.823685865,2.126642774,1.750338596,1.730153335,2.697083972,1.664938355,1.994517678,2.213258251,1.585949135,0,1.753161026,1.867211824,2.253411089,1.95455986,2.313911447,2.072030112,2.345073935
1.587307598,1.91923824,1.685533364,1.944175291,1.787003232,1.689617663,1.657701016,1.771390484,1.751444023,2.035309005,1.872406685,1.896467606,1.707970053,2.071448314,1.866411571,1.777764466,2.502614163,1.747546806,1.918004969,2.176180565,1.667988663,1.753161026,0,1.705093722,2.163168352,1.902852343,2.134743306,1.78401098,2.200231827
2.001642637,1.942642439,1.779068406,1.87151963,1.928188354,1.619695587,1.683961248,1.721706507,1.84615365,2.109238234,1.95954055,1.903619292,1.707911641,2.031498517,1.967796104,1.785993212,2.479631634,1.788286242,1.952851597,2.129814087,1.786350096,1.867211824,1.705093722,0,2.181804975,1.936615534,2.002550668,1.846218388,1.914558162
2.335805532,2.255976781,2.442119937,2.554534483,2.219212728,2.31133185,2.350681865,2.235613007,2.407445381,2.269414621,2.499505929,2.169749367,2.196283118,2.438976325,2.206593773,2.232306206,2.174285994,2.223480671,2.509577588,2.639527991,2.232417822,2.253411089,2.163168352,2.181804975,0,2.237396383,2.201681553,2.296338776,2.446747265
1.892745422,2.019045712,1.961728279,1.714406708,1.915356442,2.00801975,2.06093318,1.930167772,1.921564227,1.765418198,1.76115426,1.883764642,1.898531449,1.644309727,2.096616306,1.977894698,2.339687998,1.99365726,1.762362798,1.720195833,1.903100801,1.95455986,1.902852343,1.936615534,2.237396383,0,1.934466182,1.787802362,1.822918947
2.097962364,2.059260404,2.1385363,1.717836722,2.312084752,1.886910114,2.089650943,1.906683972,2.176937611,2.004339069,2.010382036,1.975236522,2.075012182,1.854531134,2.225368933,2.085148094,2.355387658,2.051775903,2.04499234,1.878307989,2.117602692,2.313911447,2.134743306,2.002550668,2.201681553,1.934466182,0,1.912463101,1.731572822
1.853485048,2.08792992,1.891824098,1.708289834,2.124847558,1.862136246,1.847832377,1.809252017,1.718668676,1.818838339,1.64869189,1.901820288,1.874440817,1.60615631,2.183397977,2.02546003,2.35200701,1.961977133,1.599691939,1.636726277,1.894337747,2.072030112,1.78401098,1.846218388,2.296338776,1.787802362,1.912463101,0,1.867510844
2.004520527,2.167569465,1.925833392,1.396553046,2.204108993,1.498861145,1.682867434,1.697362535,1.872895202,1.940036537,1.644309499,1.869819238,2.055105322,1.582596962,2.53673169,2.064053852,2.484607167,2.191436838,1.647006707,1.426508459,2.215844692,2.345073935,2.200231827,1.914558162,2.446747265,1.822918947,1.731572822,1.867510844,0
