幸腹グラフィティ,銃皇無尽のファフニール,冴えない彼女の育てかた,暗殺教室,探偵歌劇ミルキィホームズTD,艦隊これくしょん -艦これ-,アイドルマスターシンデレラガールズ,ジョジョの奇妙な冒険 スターダストクルセイダース,アルドノア・ゼロ(後半),少年ハリウッド-HOLLY STAGE FOR 50-,デュラララ!!×２,蒼穹のファフナー EXODUS,純潔のマリア,美男高校地球防衛部LOVE!,聖剣使いの禁呪詠唱＜ワールドブレイク＞,DOG DAYS″,血液型くん！2,ISUCA,東京喰種トーキョーグール√A,黒子のバスケ 第3期,アブソリュート・デュオ,新妹魔王の契約者(テスタメント) ,ローリング☆ガールズ,夜ノヤッターマン,みんな集まれ！ファルコム学園SC,神様はじめました◎,戦国無双,デス・パレード,美少女戦士セーラームーンCrystal 2期
0.046458268,0.020357793,0.04787274,0.062491426,0.029340954,0.043853253,0.046643965,0.056452442,0.072819324,0.056215194,0,0.042974155,0.047549486,0.092186016,0.032036522,0.040664899,0.023254525,0.025986432,0.096985648,0.107949796,0.03952385,0.038851685,0.048604115,0.034341559,0.01784605,0.056230966,0.027043729,0.065454948,0.035673614
0.0588329,0.035475319,0.046464204,0.026470629,0.040763356,0.048813151,0.060083414,0.055299172,0.070659632,0.057183952,0.042974155,0,0.065472009,0.045993595,0.051590251,0.059248055,0.028176246,0.050752069,0.042492675,0.039193108,0.051306339,0.0553673,0.055809465,0.046473915,0.037172848,0.049139366,0.032163048,0.044019714,0.02650653
0.094368489,0.067375471,0.075528205,0.036836271,0.061069563,0.050837052,0.061433707,0.058610601,0.079815423,0.055325213,0.047549486,0.065472009,0,0.03902819,0.072638673,0.080631825,0.031768882,0.084437091,0.045170956,0.031118401,0.104786282,0.087799631,0.109928744,0.092858463,0.044189199,0.060498818,0.03247803,0.059811887,0.022103583
0.034992849,0.022698125,0.033793131,0.061816585,0.024167898,0.035868943,0.039631619,0.043835587,0.092674408,0.102038585,0.092186016,0.045993595,0.03902819,0,0.028097085,0.029453806,0.025358022,0.024418092,0.086154813,0.10296528,0.03243665,0.029035669,0.03105505,0.029285409,0.020063742,0.073810434,0.038514931,0.072788522,0.041717319
0.083274853,0.070621174,0.072671911,0.0220807,0.065754704,0.045986674,0.060364375,0.044454751,0.057016687,0.040168996,0.032036522,0.051590251,0.072638673,0.028097085,0,0.078948551,0.019763542,0.086440251,0.0274862,0.014145648,0.113874464,0.113113314,0.084188899,0.055589033,0.03998845,0.040998554,0.023550015,0.032215759,0.008189414
0.095596015,0.068797833,0.077153158,0.026774401,0.068603732,0.057666996,0.075551665,0.055819092,0.069472019,0.041546839,0.040664899,0.059248055,0.080631825,0.029453806,0.078948551,0,0.02543116,0.089005184,0.03400692,0.019346417,0.104403068,0.094225384,0.080687947,0.067231511,0.036636786,0.043812522,0.027893696,0.036370561,0.018568379
0.01976974,0.029443766,0.023338618,0.022504737,0.014878916,0.013963485,0.011826169,0.01644561,0.017371606,0.031342274,0.023254525,0.028176246,0.031768882,0.025358022,0.019763542,0.02543116,0,0.022625921,0.020287399,0.017242038,0.028857239,0.017007213,0.026627709,0.02272447,0.035880958,0.029982518,0.020155751,0.029571507,0.013101929
0.081224306,0.069546166,0.074006055,0.024447016,0.051135172,0.052386082,0.0627172,0.044537876,0.048429518,0.032331926,0.025986432,0.050752069,0.084437091,0.024418092,0.086440251,0.089005184,0.022625921,0,0.024696628,0.014306872,0.096398169,0.09846501,0.077929045,0.060037525,0.033002111,0.037911026,0.026785534,0.037907541,0.012505842
0.04421179,0.023713346,0.047827177,0.062876839,0.025102418,0.044610071,0.041996693,0.05029867,0.077951627,0.057680288,0.096985648,0.042492675,0.045170956,0.086154813,0.0274862,0.03400692,0.020287399,0.024696628,0,0.090350897,0.040389552,0.036698192,0.041059216,0.032747688,0.016469697,0.052637206,0.023505719,0.068776731,0.033184569
0.022382217,0.013235441,0.025455576,0.062758138,0.016394515,0.036823524,0.034111369,0.046993019,0.062206968,0.067883499,0.107949796,0.039193108,0.031118401,0.10296528,0.014145648,0.019346417,0.017242038,0.014306872,0.090350897,0,0.018347343,0.019490189,0.019969475,0.019235295,0.010772806,0.051188111,0.03049394,0.055700647,0.048612353
0.122568404,0.058559802,0.180444642,0.035773,0.070595645,0.072004593,0.081241081,0.05284743,0.066404504,0.041043027,0.03952385,0.051306339,0.104786282,0.03243665,0.113874464,0.104403068,0.028857239,0.096398169,0.040389552,0.018347343,0,0.145203874,0.114360657,0.07421107,0.043172501,0.057978339,0.029298084,0.05433008,0.014288397
0.107117581,0.062199497,0.103499981,0.027881331,0.067081469,0.067208745,0.083542276,0.06255055,0.06775857,0.044546485,0.038851685,0.0553673,0.087799631,0.029035669,0.113113314,0.094225384,0.017007213,0.09846501,0.036698192,0.019490189,0.145203874,0,0.097330122,0.063297752,0.038851634,0.052313679,0.018576804,0.037310238,0.011112125
